,serp_cluster,query,Keyword,SERP features,Volume,KD,CPC,Previous traffic,Current traffic,Traffic change,Previous position,Current position,Position change,Previous URL inside,Previous URL,Current URL inside,Current URL,Previous date,Current date
3282,zzz_no_cluster,drivers zone,drivers zone,"Local pack, Sitelinks",20,26,,,0.0,,,32.0,New,,,,https://www.bikeleague.org/content/help-us-educate-drivers-about-blind-zones,,2023-02-07 04:20:32
3283,zzz_no_cluster,zach sparkman columbia city indiana,zach sparkman columbia city indiana,,70,0,,0.0,,,28.0,,Lost,,https://www.bikeleague.org/sites/default/files/bikeleague/bikeleague.org/programs/bicyclefriendlyamerica/communities/censusdata.pdf,,,2022-11-03 00:11:13,
3284,zzz_no_cluster,american media & advocacy group,american media & advocacy group,"Sitelinks, Image pack",40,0,,0.0,0.0,0.0,84.0,97.0,-13,,https://www.bikeleague.org/,,https://www.bikeleague.org/,2022-11-14 16:45:32,2023-01-31 11:55:52
3285,zzz_no_cluster,kemi internships,kemi internships,"Sitelinks, Knowledge panel, Image pack",30,0,,0.0,0.0,0.0,93.0,63.0,30,,https://www.bikeleague.org/content/meet-next-generation-transportation-advocates-our-interns,,https://www.bikeleague.org/content/meet-next-generation-transportation-advocates-our-interns,2022-10-30 04:13:12,2023-02-11 17:55:50
3286,zzz_no_cluster,empire bike shop pasadena ca,empire bike shop pasadena ca,,20,0,,0.0,,,36.0,,Lost,,https://www.bikeleague.org/bfa/search/map/California?bfaq=CA,,,2022-11-08 23:50:42,
3287,zzz_no_cluster,how to set up a cycling bike,how to set up a cycling bike,"Featured snippet, Video preview, People also ask, Image pack, Sitelinks",30,14,,,0.0,,,98.0,New,,,,https://www.bikeleague.org/legacy/members/club/pdfs/how_to_start_a_bicycle_club_AO.pdf,,2023-01-26 18:08:29
3288,zzz_no_cluster,1653 calvin circle kissimmee fl,1653 calvin circle kissimmee fl,,20,0,,0.0,,,63.0,,Lost,,https://www.bikeleague.org/sites/default/files/bikeleague/bikeleague.org/programs/bicyclefriendlyamerica/communities/censusdata.pdf,,,2022-10-31 16:31:28,
3289,zzz_no_cluster,month its may,month its may,,60,41,,0.0,,,71.0,,Lost,,https://www.bikeleague.org/content/bike-month-dates-events-0,,,2022-11-02 15:10:43,
3290,zzz_no_cluster,commuter benefits,commuter benefits,"Sitelinks, People also ask, Image pack",4500,39,2.78,,0.0,,,80.0,New,,,,https://www.bikeleague.org/content/bicycle-commuter-benefit,,2023-02-14 08:58:12
3291,zzz_no_cluster,marvell dixon columbus ohio,marvell dixon columbus ohio,"Image pack, Sitelinks",60,2,,0.0,0.0,0.0,63.0,95.0,-32,,https://www.bikeleague.org/sites/default/files/bikeleague/bikeleague.org/programs/bicyclefriendlyamerica/communities/censusdata.pdf,,https://www.bikeleague.org/legacy/programs/bicyclefriendlyamerica/communities/censusdata.pdf,2022-11-05 09:37:10,2023-01-22 18:28:39
3292,zzz_no_cluster,11605 olive street romulus mi,11605 olive street romulus mi,Sitelinks,60,0,,0.0,0.0,0.0,38.0,74.0,-36,,https://www.bikeleague.org/sites/default/files/bikeleague/bikeleague.org/programs/bicyclefriendlyamerica/communities/censusdata.pdf,,https://www.bikeleague.org/legacy/programs/bicyclefriendlyamerica/communities/censusdata.pdf,2022-11-03 19:29:37,2023-02-14 08:28:03
3293,zzz_no_cluster,university of minnesota cycling jersey,university of minnesota cycling jersey,Adwords bottom,10,0,0.4,0.0,0.0,0.0,36.0,37.0,-1,,https://www.bikeleague.org/,,https://www.bikeleague.org/,2022-10-27 14:42:43,2023-02-06 15:48:14
3294,zzz_no_cluster,"5722 s lick creek rd franklin, tn 37064","5722 s lick creek rd franklin, tn 37064",,10,0,,0.0,,,76.0,,Lost,,https://www.bikeleague.org/sites/default/files/bikeleague/bikeleague.org/programs/bicyclefriendlyamerica/communities/censusdata.pdf,,,2022-10-30 17:55:14,
3295,zzz_no_cluster,how to teach an adult to ride a bike,how to teach an adult to ride a bike,"Featured snippet, Video preview, People also ask, Videos, Image pack",150,31,0.79,0.0,0.0,0.0,72.0,62.0,10,,https://www.bikeleague.org/content/find-take-class,,https://www.bikeleague.org/content/find-take-class,2022-11-08 03:24:31,2023-01-25 17:19:39
3296,zzz_no_cluster,little river cycles columbia ms,little river cycles columbia ms,"Sitelinks, Knowledge panel, Image pack, Video preview",30,0,0.0,,0.0,,,29.0,New,,,,https://www.bikeleague.org/sites/default/files/american_bicyclist_marapr10.pdf,,2023-01-25 00:42:44
3297,zzz_no_cluster,abdcycling,abdcycling,,10,0,0.0,0.0,,,48.0,,Lost,,https://www.bikeleague.org/,,,2022-10-22 04:57:58,
3298,zzz_no_cluster,riding bicycle,riding bicycle,,800,71,0.97,0.0,,,36.0,,Lost,,https://www.bikeleague.org/StateBikeLaws,,,2022-11-10 11:46:35,
3299,zzz_no_cluster,a good bike to ride to work,a good bike to ride to work,"Featured snippet, People also ask, Shopping results, Thumbnail, Sitelinks",10,44,0.22,,0.0,,,24.0,New,,,,https://www.bikeleague.org/content/commuting,,2023-01-31 05:21:46
3300,zzz_no_cluster,cycling to work,cycling to work,,150,30,0.0,0.0,,,49.0,,Lost,,https://www.bikeleague.org/content/bike-month-dates-events-0,,,2022-11-07 22:32:54,
3301,zzz_no_cluster,bta member,bta member,,30,2,,0.0,,,95.0,,Lost,,https://www.bikeleague.org/content/league-board-member-named-bta-executive-director,,,2022-10-25 07:17:57,
3302,zzz_no_cluster,3701 aynor drive bowie md,3701 aynor drive bowie md,"Image pack, Sitelinks",60,0,,,0.0,,,54.0,New,,,,https://www.bikeleague.org/legacy/programs/bicyclefriendlyamerica/communities/censusdata.pdf,,2023-01-24 00:36:11
3303,zzz_no_cluster,14043 ingram livonia mi,14043 ingram livonia mi,,150,0,,0.0,,,73.0,,Lost,,https://www.bikeleague.org/legacy/programs/bicyclefriendlyamerica/communities/censusdata.pdf,,,2022-11-02 01:36:49,
3304,zzz_no_cluster,what does hm mean on a road sign,what does hm mean on a road sign,,60,9,,0.0,,,64.0,,Lost,,https://www.bikeleague.org/community,,,2022-11-09 22:50:02,
3305,zzz_no_cluster,sacramento cycling club,sacramento cycling club,"Knowledge panel, Sitelinks, Image pack",20,2,3.52,,0.0,,,37.0,New,,,,https://www.bikeleague.org/bfa/search/map?bfaq=california,,2023-01-30 11:26:48
3306,zzz_no_cluster,smaret,smaret,,30,94,0.0,0.0,,,96.0,,Lost,,https://www.bikeleague.org/ridesmart,,,2022-10-27 15:58:17,
3307,zzz_no_cluster,commuter benefit program,commuter benefit program,"Featured snippet, Thumbnail, People also ask, Image pack",250,41,0.88,,0.0,,,64.0,New,,,,https://www.bikeleague.org/content/bicycle-commuter-benefit,,2023-01-31 07:17:32
3308,zzz_no_cluster,rei garage sale cary,rei garage sale cary,Sitelinks,100,2,0.0,,0.0,,,31.0,New,,,,https://www.bikeleague.org/sites/default/files/american_bicyclists_jan_feb10.pdf,,2023-01-26 14:26:34
3309,zzz_no_cluster,pete buttigieg hearing,pete buttigieg hearing,"Videos, Sitelinks",250,18,,,0.0,,,91.0,New,,,,https://www.bikeleague.org/content/what-we-want-hear-secretary-buttigieg-prioritize-his-first-hearing,,2023-01-30 01:20:03
3310,zzz_no_cluster,olson locksmith hutchinson mn,olson locksmith hutchinson mn,"Local pack, Sitelinks, Image pack",20,0,,,0.0,,,55.0,New,,,,https://www.bikeleague.org/sites/default/files/american_bicyclist_marapr10.pdf,,2023-01-28 21:30:47
3311,zzz_no_cluster,www bigidea org,www bigidea org,"Sitelinks, People also ask",20,26,,0.0,0.0,0.0,90.0,78.0,12,,https://www.bikeleague.org/content/big-idea-1-save-bicycling-campus,,https://www.bikeleague.org/content/summit-big-idea-laughter-obviously,2022-10-26 07:32:08,2023-02-03 11:58:24
3312,zzz_no_cluster,bicycle bill,bicycle bill,,300,7,,0.0,,,35.0,,Lost,,https://www.bikeleague.org/content/bikes-bipartisan-infrastructure-bill,,,2022-10-25 12:45:03,
3313,zzz_no_cluster,community bike shop omaha,community bike shop omaha,,40,1,0.0,0.0,,,33.0,,Lost,,https://www.bikeleague.org/bfa/search/map/Nebraska?bfaq=Nebraska,,,2022-10-26 21:34:48,
3314,zzz_no_cluster,1069 azalea drive warminster pa,1069 azalea drive warminster pa,,150,0,,0.0,,,59.0,,Lost,,https://www.bikeleague.org/sites/default/files/bikeleague/bikeleague.org/programs/bicyclefriendlyamerica/communities/censusdata.pdf,,,2022-11-04 03:30:09,
3315,zzz_no_cluster,best bike for adult beginners,best bike for adult beginners,,40,28,,0.0,,,68.0,,Lost,,https://www.bikeleague.org/content/find-take-class,,,2022-10-31 00:26:51,
3316,zzz_no_cluster,can anyone start a motorcycle riding club,can anyone start a motorcycle riding club,"Featured snippet, People also ask, Sitelinks, Videos, Image pack",20,1,,0.0,0.0,0.0,30.0,47.0,-17,,http://www.bikeleague.org/legacy/members/club/resource_docs/Incorporation%20and%20Tax%20Exempt%20Status%20for%20Bike%20Clubs%20and%20Advocacy%20Organizations.pdf,,https://www.bikeleague.org/legacy/members/club/resource_docs/Incorporation%20and%20Tax%20Exempt%20Status%20for%20Bike%20Clubs%20and%20Advocacy%20Organizations.pdf,2022-11-08 19:42:13,2023-01-25 12:04:16
3317,zzz_no_cluster,illinois bicycle helmet law,illinois bicycle helmet law,,50,12,,0.0,,,46.0,,Lost,,https://www.bikeleague.org/StateBikeLaws,,,2022-11-10 15:20:20,
3318,zzz_no_cluster,game cycle hastings ne,game cycle hastings ne,,20,0,0.67,1.0,,,10.0,,Lost,,https://www.bikeleague.org/bfa/search/map?bfaq=NE&centroid=001G000001ht9tMIAQ,,,2022-11-13 18:10:02,
3319,zzz_no_cluster,community cycle boulder,community cycle boulder,"Sitelinks, Knowledge panel, Image pack, Adwords bottom",10,0,,0.0,0.0,0.0,56.0,42.0,14,,https://www.bikeleague.org/sites/default/files/american_bicyclists_jan_feb10.pdf,,https://www.bikeleague.org/sites/default/files/american_bicyclists_jan_feb10.pdf,2022-10-23 10:20:17,2023-02-02 08:00:08
3320,zzz_no_cluster,which type of bike was invented last,which type of bike was invented last,,100,0,,0.0,,,56.0,,Lost,,https://www.bikeleague.org/content/happy-birthday-jk-starley-inventor-modern-bicycle,,,2022-11-03 17:50:12,
3321,zzz_no_cluster,where was the bicycle invented,where was the bicycle invented,,200,54,0.0,0.0,,,60.0,,Lost,,https://www.bikeleague.org/content/happy-birthday-jk-starley-inventor-modern-bicycle,,,2022-10-26 22:26:03,
3322,zzz_no_cluster,prop c st louis county,prop c st louis county,,450,5,,0.0,,,64.0,,Lost,,http://www.bikeleague.org/sites/default/files/ballot_web_1.pdf,,,2022-10-28 22:34:11,
3323,zzz_no_cluster,bike shop burke va,bike shop burke va,"Local teaser, Sitelinks",30,2,0.0,,0.0,,,78.0,New,,,,https://www.bikeleague.org/sites/default/files/AB-mar-apr2012-forweb_1.pdf,,2023-02-01 06:48:09
3324,zzz_no_cluster,used bicycles fort wayne,used bicycles fort wayne,,20,1,,0.0,,,62.0,,Lost,,https://www.bikeleague.org/content/insurance-clubs-and-organizations,,,2022-11-14 22:49:50,
3325,zzz_no_cluster,12666 wheaton ave pickerington oh,12666 wheaton ave pickerington oh,Sitelinks,30,0,,0.0,0.0,0.0,37.0,45.0,-8,,https://www.bikeleague.org/legacy/programs/bicyclefriendlyamerica/communities/censusdata.pdf,,https://www.bikeleague.org/legacy/programs/bicyclefriendlyamerica/communities/censusdata.pdf,2022-11-03 14:47:28,2023-01-21 22:37:32
3326,zzz_no_cluster,year bicycle was invented,year bicycle was invented,"Featured snippet, People also ask, Video preview",20,46,,0.0,0.0,0.0,34.0,62.0,-28,,https://www.bikeleague.org/content/happy-birthday-jk-starley-inventor-modern-bicycle,,https://www.bikeleague.org/content/happy-birthday-jk-starley-inventor-modern-bicycle,2022-10-26 07:58:06,2023-02-04 23:35:14
3327,zzz_no_cluster,bike sale madison wi,bike sale madison wi,Local teaser,30,12,1.55,,0.0,,,100.0,New,,,,https://www.bikeleague.org/sites/default/files/AB-mar-apr2012-forweb_1.pdf,,2023-01-27 14:09:26
3328,zzz_no_cluster,randy lobasso,randy lobasso,,50,0,0.0,0.0,,,31.0,,Lost,,https://www.bikeleague.org/blog?page=52,,,2022-10-21 03:46:04,
3329,zzz_no_cluster,bill's bike works,bill's bike works,,20,2,,0.0,,,78.0,,Lost,,https://www.bikeleague.org/content/bikes-bipartisan-infrastructure-bill,,,2022-10-31 04:08:22,
3330,zzz_no_cluster,501 c 4 tax deductible,501 c 4 tax deductible,"Featured snippet, People also ask, Image pack",100,27,0.0,0.0,0.0,0.0,52.0,59.0,-7,,https://www.bikeleague.org/legacy/members/club/resource_docs/Incorporation%20and%20Tax%20Exempt%20Status%20for%20Bike%20Clubs%20and%20Advocacy%20Organizations.pdf,,https://www.bikeleague.org/legacy/members/club/resource_docs/Incorporation%20and%20Tax%20Exempt%20Status%20for%20Bike%20Clubs%20and%20Advocacy%20Organizations.pdf,2022-10-28 08:06:04,2023-02-05 21:12:48
3331,zzz_no_cluster,liga americana,liga americana,"Sitelinks, People also ask, Knowledge panel, Image pack",1300,55,,10.0,2.0,-8.0,15.0,22.0,-7,,https://www.bikeleague.org/,,https://www.bikeleague.org/,2022-11-09 07:09:52,2023-02-11 15:35:31
3332,zzz_no_cluster,what year was bicycle invented,what year was bicycle invented,"Featured snippet, People also ask, Image pack, Video preview",250,55,,0.0,0.0,0.0,58.0,101.0,-43,,https://www.bikeleague.org/content/happy-birthday-jk-starley-inventor-modern-bicycle,,https://www.bikeleague.org/content/happy-birthday-jk-starley-inventor-modern-bicycle,2022-10-31 05:24:24,2023-02-12 10:12:05
3333,zzz_no_cluster,ny penn league map,ny penn league map,,20,2,,0.0,,,90.0,,Lost,,https://www.bikeleague.org/bfa/awards,,,2022-11-04 00:08:53,
3334,zzz_no_cluster,2751 buxton lane grove city ohio,2751 buxton lane grove city ohio,,80,0,,0.0,,,34.0,,Lost,,https://www.bikeleague.org/sites/default/files/bikeleague/bikeleague.org/programs/bicyclefriendlyamerica/communities/censusdata.pdf,,,2022-10-23 01:04:16,
3335,zzz_no_cluster,gustavus adolphus college map,gustavus adolphus college map,,20,0,0.0,0.0,,,80.0,,Lost,,https://www.bikeleague.org/bfa/search/map?bfaq=56082&centroid=001G000000w95PmIAI,,,2022-11-11 17:56:26,
3336,zzz_no_cluster,americana bike,americana bike,"Sitelinks, Shopping results, Thumbnail, Image pack, Knowledge panel",40,0,1.92,0.0,0.0,0.0,37.0,69.0,-32,,https://www.bikeleague.org/,,https://www.bikeleague.org/,2022-10-26 19:46:49,2023-02-05 20:22:04
3337,zzz_no_cluster,i want to bike,i want to bike,,70,49,0.0,0.0,,,80.0,,Lost,,https://www.bikeleague.org/StateBikeLaws,,,2022-11-11 21:09:59,
3338,zzz_no_cluster,motorcycle rides ohio,motorcycle rides ohio,,300,6,1.06,0.0,,,88.0,,Lost,,https://www.bikeleague.org/content/find-take-class,,,2022-10-21 09:01:43,
3339,zzz_no_cluster,pasadena cycling clubs,pasadena cycling clubs,"Sitelinks, Video preview",20,0,2.48,,0.0,,,70.0,New,,,,https://www.bikeleague.org/bfa/search/map?bfaq=california,,2023-02-05 02:20:40
3340,zzz_no_cluster,fayetteville wv bike shop,fayetteville wv bike shop,"Local teaser, Image pack",10,0,,,0.0,,,36.0,New,,,,https://www.bikeleague.org/bfa/search/map?bfaq=25840&centroid=001160000276W9NAAU,,2023-01-21 13:30:35
3341,zzz_no_cluster,freewheel eagan,freewheel eagan,"Sitelinks, Knowledge panel, Image pack, People also ask",90,0,,,0.0,,,51.0,New,,,,https://www.bikeleague.org/bfa/search/map?bfaq=55082&centroid=0018Y00002gCT9KQAW,,2023-02-12 07:25:15
3342,zzz_no_cluster,145 liberty church road exeter ri,145 liberty church road exeter ri,Sitelinks,60,0,,,0.0,,,94.0,New,,,,https://www.bikeleague.org/legacy/programs/bicyclefriendlyamerica/communities/censusdata.pdf,,2023-02-14 03:24:25
3343,zzz_no_cluster,best state to incorporate a nonprofit organization,best state to incorporate a nonprofit organization,,10,5,,0.0,,,69.0,,Lost,,http://www.bikeleague.org/legacy/members/club/resource_docs/Incorporation%20and%20Tax%20Exempt%20Status%20for%20Bike%20Clubs%20and%20Advocacy%20Organizations.pdf,,,2022-11-04 06:54:50,
3344,zzz_no_cluster,146 birdsong way pottstown pa,146 birdsong way pottstown pa,,50,0,,0.0,,,36.0,,Lost,,https://www.bikeleague.org/sites/default/files/bikeleague/bikeleague.org/programs/bicyclefriendlyamerica/communities/censusdata.pdf,,,2022-11-03 12:13:15,
3345,zzz_no_cluster,local classes,local classes,,150,83,0.0,0.0,,,48.0,,Lost,,https://www.bikeleague.org/content/find-take-class,,,2022-11-14 20:34:11,
3346,zzz_no_cluster,aurora summit lab hours,aurora summit lab hours,"Thumbnail, Sitelinks, People also ask, Knowledge panel, Image pack",90,27,,0.0,0.0,0.0,51.0,40.0,11,,https://www.bikeleague.org/,,https://www.bikeleague.org/,2022-10-29 23:16:26,2023-02-09 16:36:32
3347,zzz_no_cluster,biking advice,biking advice,"Featured snippet, People also ask",150,36,,3.0,1.0,-2.0,11.0,16.0,-5,,https://www.bikeleague.org/content/smart-cycling-tips-0,,https://www.bikeleague.org/content/ride-better-tips,2022-10-26 17:07:22,2023-02-05 02:25:19
3348,zzz_no_cluster,health risks of cycling,health risks of cycling,,20,28,,0.0,,,58.0,,Lost,,https://www.bikeleague.org/legacy/programs/bicyclefriendlyamerica/bicyclefriendlybusiness/pdfs/health_risks_and_benefits_of_cycling_barcelona_study.pdf,,,2022-11-07 12:48:19,
3349,zzz_no_cluster,american if,american if,Image pack,40,99,0.0,,0.0,,,98.0,New,,,,https://www.bikeleague.org/,,2023-01-24 15:24:25
3350,zzz_no_cluster,union city bike shop,union city bike shop,"Local teaser, Sitelinks, Image pack",150,0,0.0,,0.0,,,74.0,New,,,,https://www.bikeleague.org/,,2023-01-22 02:39:13
3351,zzz_no_cluster,trailside on mass apartments indianapolis,trailside on mass apartments indianapolis,Knowledge panel,30,0,,0.0,0.0,0.0,54.0,68.0,-14,,http://www.bikeleague.org/legacy/conferences/summit13/Presentations/Indianapolis%20from%20Zero%20to%20Hero/National%20Bike%20Summit.pdf,,https://www.bikeleague.org/legacy/conferences/summit13/Presentations/Indianapolis%20from%20Zero%20to%20Hero/National%20Bike%20Summit.pdf,2022-10-30 09:41:40,2023-02-12 22:17:33
3352,zzz_no_cluster,campus bicycles,campus bicycles,"Local teaser, Sitelinks, Image pack",70,12,0.76,0.0,0.0,0.0,42.0,65.0,-23,,https://www.bikeleague.org/university,,https://www.bikeleague.org/university,2022-10-29 15:08:03,2023-02-09 09:05:52
3353,zzz_no_cluster,national bike month 2016,national bike month 2016,,30,7,0.0,0.0,,,2.0,,Lost,Sitelinks,https://www.bikeleague.org/content/bike-month-dates-and-resources,,,2022-10-25 22:30:06,
3354,zzz_no_cluster,bainbridge temecula christmas lights 2016,bainbridge temecula christmas lights 2016,,40,0,,0.0,,,58.0,,Lost,,https://www.bikeleague.org/legacy/programs/bicyclefriendlyamerica/communities/censusdata.pdf,,,2022-11-12 07:08:30,
3355,zzz_no_cluster,santa barbara bike club,santa barbara bike club,Sitelinks,20,0,,,0.0,,,62.0,New,,,,https://www.bikeleague.org/bfa/search/map?bfaq=93190&centroid=001G000000tqCZ3IAM,,2023-02-13 15:38:42
3356,zzz_no_cluster,fm community bicycle workshop,fm community bicycle workshop,"Sitelinks, Image pack",10,0,0.0,,0.0,,,40.0,New,,,,https://www.bikeleague.org/sites/default/files/american_bicyclists_jan_feb10.pdf,,2023-01-22 06:38:58
3357,zzz_no_cluster,bike vehicle,bike vehicle,,500,38,0.5,32.0,,,6.0,,Lost,,https://www.bikeleague.org/StateBikeLaws,,,2022-11-12 04:00:08,
3358,zzz_no_cluster,mc sports bicycles,mc sports bicycles,,10,3,0.0,0.0,,,84.0,,Lost,,http://www.bikeleague.org/legacy/members/club/resource_docs/Incorporation%20and%20Tax%20Exempt%20Status%20for%20Bike%20Clubs%20and%20Advocacy%20Organizations.pdf,,,2022-11-05 09:20:17,
3359,zzz_no_cluster,skill smart,skill smart,,250,28,6.81,0.0,,,60.0,,Lost,,https://www.bikeleague.org/content/find-take-class,,,2022-11-11 03:34:12,
3360,zzz_no_cluster,scott seattle bike,scott seattle bike,"Image pack, Sitelinks, Video preview",20,0,,0.0,0.0,0.0,45.0,47.0,-2,,https://www.bikeleague.org/blog?p=25&page=199,,https://www.bikeleague.org/blog/category/speaking-up?page=201,2022-10-30 12:02:44,2023-02-10 15:42:21
3361,zzz_no_cluster,clybs,clybs,"Local teaser, People also ask, Sitelinks",40,81,,,0.0,,,54.0,New,,,,https://www.bikeleague.org/content/bike-clubs,,2023-02-11 06:32:44
3362,zzz_no_cluster,crystal lake bike and ski,crystal lake bike and ski,,30,0,0.0,0.0,,,73.0,,Lost,,https://www.bikeleague.org/bfa/search/list?bfaq=illinois,,,2022-11-11 16:13:53,
3363,zzz_no_cluster,folding bike philadelphia,folding bike philadelphia,"Local teaser, Sitelinks, Image pack, People also ask",10,0,1.97,0.0,0.0,0.0,75.0,72.0,3,,https://www.bikeleague.org/sites/default/files/commuter_bike_policies_edit_3_web.pdf,,https://www.bikeleague.org/sites/default/files/commuter_bike_policies_edit_3_web.pdf,2022-10-27 13:55:05,2023-02-05 19:27:23
3364,zzz_no_cluster,riding my bike,riding my bike,,350,39,,0.0,,,52.0,,Lost,,https://www.bikeleague.org/StateBikeLaws,,,2022-11-14 23:23:50,
3365,zzz_no_cluster,applegate recovery selinsgrove,applegate recovery selinsgrove,,60,0,,0.0,,,29.0,,Lost,,https://www.bikeleague.org/sites/default/files/bikeleague/bikeleague.org/programs/bicyclefriendlyamerica/communities/censusdata.pdf,,,2022-10-31 00:03:35,
3366,zzz_no_cluster,truckers view,truckers view,,800,0,0.28,0.0,,,88.0,,Lost,,https://www.bikeleague.org/content/another-view-truckers,,,2022-11-12 07:07:56,
3367,zzz_no_cluster,12504 bent oak lane indianapolis in,12504 bent oak lane indianapolis in,,60,0,,0.0,,,61.0,,Lost,,https://www.bikeleague.org/sites/default/files/bikeleague/bikeleague.org/programs/bicyclefriendlyamerica/communities/censusdata.pdf,,,2022-11-04 14:09:15,
3368,zzz_no_cluster,9691 davenport rd gloucester va,9691 davenport rd gloucester va,,60,0,,0.0,,,50.0,,Lost,,https://www.bikeleague.org/sites/default/files/bikeleague/bikeleague.org/programs/bicyclefriendlyamerica/communities/censusdata.pdf,,,2022-11-02 03:19:57,
3369,zzz_no_cluster,bicycle challenge,bicycle challenge,"People also ask, Videos, Image pack, Sitelinks",40,29,,,16.0,,,1.0,New,,,,https://www.bikeleague.org/content/national-bike-challenge,,2023-02-01 04:17:58
3370,zzz_no_cluster,inventor of bike,inventor of bike,"Sitelinks, People also ask, Knowledge panel, Video preview",50,40,,0.0,0.0,0.0,19.0,22.0,-3,,https://www.bikeleague.org/content/happy-birthday-jk-starley-inventor-modern-bicycle,,https://www.bikeleague.org/content/happy-birthday-jk-starley-inventor-modern-bicycle,2022-10-21 03:46:33,2023-02-02 07:45:11
3371,zzz_no_cluster,4658 gresham drive el dorado hills,4658 gresham drive el dorado hills,,30,0,,0.0,,,68.0,,Lost,,https://www.bikeleague.org/sites/default/files/bikeleague/bikeleague.org/programs/bicyclefriendlyamerica/communities/censusdata.pdf,,,2022-11-04 03:40:56,
3372,zzz_no_cluster,road bike rider com,road bike rider com,,20,52,,0.0,,,24.0,,Lost,,https://www.bikeleague.org/StateBikeLaws,,,2022-11-13 20:31:23,
3373,zzz_no_cluster,two miles from home,two miles from home,,10,0,0.0,0.0,,,64.0,,Lost,,https://www.bikeleague.org/content/national-household-travel-survey-short-trips-analysis,,,2022-10-26 00:50:53,
3374,zzz_no_cluster,revo nails college park,revo nails college park,,20,0,0.0,0.0,,,41.0,,Lost,,https://www.bikeleague.org/sites/default/files/March-April2013-forweb.pdf,,,2022-10-28 22:25:32,
3375,zzz_no_cluster,lees summit transportation,lees summit transportation,"Knowledge panel, People also ask, Image pack",40,0,0.0,,0.0,,,92.0,New,,,,https://www.bikeleague.org/content/lees-summit-becomes-missouris-first-walk-and-bike-friendly-community,,2023-02-08 01:49:22
3376,zzz_no_cluster,bike cambridge ma,bike cambridge ma,"Local teaser, Sitelinks, Image pack",10,20,,,0.0,,,86.0,New,,,,https://www.bikeleague.org/sites/default/files/bfareportcards/BFC_Spring_2013_ReportCard_Cambridge_MA.pdf,,2023-02-10 10:23:31
3377,zzz_no_cluster,group bikes,group bikes,"Image pack, Sitelinks, People also ask, Videos",250,15,,,0.0,,,80.0,New,,,,https://www.bikeleague.org/,,2023-01-26 18:23:15
3378,zzz_no_cluster,cycling us,cycling us,"Sitelinks, People also ask, Image pack, Videos",300,88,,2.0,7.0,5.0,15.0,10.0,5,,https://www.bikeleague.org/,,https://www.bikeleague.org/,2022-10-26 21:20:26,2023-02-06 02:41:48
3379,zzz_no_cluster,did she ride you like a bike,did she ride you like a bike,,30,1,,0.0,,,29.0,,Lost,,https://www.bikeleague.org/StateBikeLaws,,,2022-11-09 13:55:49,
3380,zzz_no_cluster,bike friendly businesses,bike friendly businesses,"Adwords top, Adwords sitelink, Sitelinks, People also ask, Image pack",200,6,,62.0,62.0,0.0,1.0,1.0,,,https://www.bikeleague.org/business,,https://www.bikeleague.org/business,2022-10-26 05:00:51,2023-02-03 20:07:28
3381,zzz_no_cluster,cycling website,cycling website,People also ask,250,94,,1.0,0.0,-1.0,21.0,42.0,-21,,https://www.bikeleague.org/,,https://www.bikeleague.org/,2022-10-29 11:04:18,2023-02-07 16:45:04
3382,zzz_no_cluster,target commuter bike,target commuter bike,,20,6,0.02,0.0,,,92.0,,Lost,,https://www.bikeleague.org/content/business-innovators-invest-bicycling,,,2022-11-13 18:13:41,
3383,zzz_no_cluster,bicycle magazine,bicycle magazine,"Sitelinks, People also ask, Knowledge panel, Shopping results, Thumbnail",2900,44,1.8,0.0,0.0,0.0,9.0,13.0,-4,,https://www.bikeleague.org/americanbicyclist,,https://www.bikeleague.org/americanbicyclist,2022-11-12 04:33:56,2023-02-13 16:10:11
3384,zzz_no_cluster,healthy ride,healthy ride,"Sitelinks, Knowledge panel, People also ask, Video preview",90,22,0.0,0.0,0.0,0.0,86.0,78.0,8,,https://www.bikeleague.org/content/join-university-pittsburgh-bikesummit22,,https://www.bikeleague.org/file/2019-healthy-ride-cathedral-1jpg,2022-10-27 21:59:00,2023-02-08 14:53:13
3385,zzz_no_cluster,b more nation,b more nation,,50,0,0.0,,0.0,,,97.0,New,,,,https://www.bikeleague.org/,,2023-02-05 01:02:07
3386,zzz_no_cluster,on this day may 20,on this day may 20,,90,12,,0.0,,,31.0,,Lost,,https://www.bikeleague.org/content/bike-month-dates-events-0,,,2022-11-02 22:28:34,
3387,zzz_no_cluster,platinum.org,platinum.org,"Sitelinks, People also ask, Video preview",80,40,,0.0,0.0,0.0,53.0,49.0,4,,https://www.bikeleague.org/university,,https://www.bikeleague.org/university,2022-11-09 10:09:40,2023-01-25 21:06:55
3388,zzz_no_cluster,nyc cycling club,nyc cycling club,,250,25,0.63,0.0,,,41.0,,Lost,,https://www.bikeleague.org/bfa/search/map/New%20York?bfaq=New%20York,,,2022-10-22 19:48:28,
